condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q021,data/images/27693.jpg,Accessories,3,"[3729, 3730, 3731]","[3781, 3640, 30001, 18880, 5357, 26532, 12101, 6945, 26496, 18403]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.84,60.18,0.036,225.05
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q022,data/images/32162.jpg,Accessories,1,[4613],"[10064, 20189, 17137, 18442, 29181, 39367, 15012, 19717, 7270, 7337]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.04,58.8,0.038,223.88
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q023,data/images/51255.jpg,Accessories,2,"[4981, 4982]","[29491, 16743, 16744, 22412, 7938, 4692, 4982, 11437, 8575, 29623]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1429,161.46,62.28,0.038,223.78
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q024,data/images/52884.jpg,Apparel,1,[5033],"[13660, 27185, 10514, 28170, 23116, 38614, 39844, 20675, 16224, 33424]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.98,58.49,0.038,223.51
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q025,data/images/57991.jpg,Apparel,5,"[5280, 5281, 5277, 5278, 5279]","[39137, 5280, 20474, 10128, 12801, 10298, 23548, 33186, 22453, 37146]",1,0.0,0.2,0.1,0.0,0.2,0.2,0.0,1.0,1.0,0.5,161.84,61.31,0.038,223.18
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q026,data/images/25914.jpg,Apparel,1,[5554],"[41598, 36844, 41754, 34282, 23885, 9378, 14257, 34564, 43956, 24307]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.98,59.04,0.036,226.06
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q027,data/images/39745.jpg,Apparel,1,[5683],"[5683, 21583, 21578, 21576, 8934, 41952, 37415, 9575, 4385, 4384]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,182.68,60.34,0.056,243.08
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q028,data/images/12130.jpg,Apparel,1,[5947],"[42203, 4675, 16815, 7804, 8309, 7801, 4672, 15805, 21160, 17099]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.03,59.68,0.039,239.74
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q029,data/images/48511.jpg,Apparel,5,"[6216, 6217, 6218, 6219, 6220]","[33219, 16389, 10425, 17439, 30285, 13036, 2825, 6220, 42684, 19022]",0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,1.0,0.125,163.89,63.51,0.04,227.43
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q030,data/images/16538.jpg,Apparel,13,"[6308, 6309, 6310, 6311, 6312, 6313, 6314, 6315, 6316, 6317, 6318, 6319, 6320]","[35013, 7206, 23988, 32433, 9468, 31166, 31539, 41388, 7392, 36846]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.17,60.52,0.038,229.73
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q031,data/images/14808.jpg,Accessories,4,"[6404, 6405, 6406, 6407]","[21538, 23913, 31261, 5518, 1761, 23923, 6406, 37339, 2401, 11607]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1429,164.11,58.14,0.037,222.28
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q032,data/images/29607.jpg,Apparel,6,"[6578, 6579, 6580, 6581, 6582, 6583]","[6582, 6579, 1751, 1750, 13426, 10394, 22624, 4946, 12987, 10205]",2,1.0,0.4,0.2,0.1667,0.3333,0.3333,1.0,1.0,1.0,1.0,161.81,64.34,0.038,226.19
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q033,data/images/54580.jpg,Apparel,2,"[6672, 6673]","[32437, 1308, 10737, 15511, 6779, 37007, 29987, 10814, 36567, 10506]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.03,57.4,0.039,221.47
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q034,data/images/14096.jpg,Apparel,1,[6740],"[39810, 25637, 13506, 18276, 1150, 43241, 5958, 29745, 946, 27936]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.87,60.26,0.037,227.17
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q035,data/images/10457.jpg,Apparel,1,[6747],"[27120, 10978, 27174, 8456, 39333, 36207, 26568, 10547, 36610, 30650]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.95,59.66,0.04,231.64
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q036,data/images/27999.jpg,Apparel,1,[7054],"[30762, 7054, 15061, 34253, 15062, 11816, 36019, 22636, 30761, 23501]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,199.32,109.59,0.04,308.95
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q037,data/images/47207.jpg,Footwear,2,"[7320, 7319]","[11786, 16237, 19261, 11782, 23112, 40898, 19612, 7320, 11789, 11522]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.125,191.05,74.63,0.039,265.73
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q038,data/images/42239.jpg,Apparel,2,"[7416, 7415]","[22693, 38859, 1195, 8956, 34940, 9741, 15527, 7806, 40205, 13240]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.15,53.78,0.051,249.98
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q039,data/images/12996.jpg,Footwear,1,[7543],"[37575, 40075, 13716, 39217, 15797, 2874, 23054, 11187, 17338, 37763]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.65,53.6,0.035,208.28
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q040,data/images/54382.jpg,Accessories,4,"[7900, 7901, 7902, 7903]","[15503, 12005, 5038, 15509, 31709, 34986, 9229, 42007, 39483, 717]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7,52.59,0.038,204.32
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q041,data/images/39717.jpg,Apparel,2,"[7953, 7954]","[37506, 30402, 16245, 43218, 8150, 32171, 10826, 6839, 31147, 2368]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,52.9,0.044,203.95
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q042,data/images/23837.jpg,Footwear,1,[8268],"[8268, 33190, 34584, 36879, 16026, 33289, 5950, 5536, 33772, 16763]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,151.23,51.59,0.036,202.86
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q043,data/images/33602.jpg,Accessories,2,"[8395, 8396]","[5985, 19761, 5209, 4343, 4344, 16087, 13432, 24498, 27969, 11368]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.88,51.16,0.036,223.07
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q044,data/images/31723.jpg,Accessories,1,[8464],"[8464, 12434, 25505, 679, 10218, 20539, 25502, 25501, 583, 14881]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,157.18,51.1,0.034,208.31
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q045,data/images/33074.jpg,Apparel,1,[8478],"[39740, 40505, 15997, 21689, 26306, 28960, 32467, 24518, 11794, 12523]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.21,52.97,0.036,221.21
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q046,data/images/42663.jpg,Apparel,2,"[8928, 8927]","[4387, 26655, 40626, 6756, 4388, 14728, 8928, 15699, 24944, 30417]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1429,163.79,49.78,0.037,213.6
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q047,data/images/17644.jpg,Footwear,1,[9286],"[18802, 11590, 25079, 26692, 37366, 41886, 3430, 40549, 27600, 17468]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.25,55.58,0.037,223.86
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q048,data/images/50946.jpg,Apparel,2,"[9334, 9335]","[9335, 27507, 5479, 11108, 9334, 27508, 12700, 28928, 31635, 26600]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,155.93,51.83,0.037,207.79
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q049,data/images/30610.jpg,Apparel,6,"[9428, 9429, 9430, 9431, 9432, 9433]","[29172, 25023, 9429, 38386, 9430, 36964, 21756, 26956, 36605, 20225]",2,0.0,0.4,0.2,0.0,0.3333,0.3333,0.0,1.0,1.0,0.3333,159.93,51.8,0.038,211.77
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q050,data/images/25118.jpg,Accessories,1,[9614],"[9614, 17485, 36768, 6262, 9081, 28029, 3718, 31164, 21867, 27013]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,162.1,53.08,0.037,215.22
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q051,data/images/35208.jpg,Accessories,7,"[9847, 9848, 9849, 9850, 9851, 9852, 9853]","[9466, 9851, 40209, 24820, 21949, 19003, 5594, 12074, 35562, 36461]",1,0.0,0.2,0.1,0.0,0.1429,0.1429,0.0,1.0,1.0,0.5,149.57,50.25,0.035,199.85
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q052,data/images/7869.jpg,Footwear,7,"[10336, 10337, 10331, 10332, 10333, 10334, 10335]","[2127, 10334, 4300, 26542, 6282, 10335, 37810, 3803, 12759, 19024]",1,0.0,0.2,0.2,0.0,0.1429,0.2857,0.0,1.0,1.0,0.5,144.54,50.82,0.035,195.39
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q053,data/images/29608.jpg,Apparel,4,"[10392, 10393, 10394, 10395]","[10394, 10395, 10393, 10205, 10204, 13426, 2296, 12049, 41023, 25466]",3,1.0,0.6,0.3,0.25,0.75,0.75,1.0,1.0,1.0,1.0,136.87,51.01,0.035,187.91
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q054,data/images/35465.jpg,Footwear,1,[10749],"[12757, 23699, 20239, 34448, 31956, 13851, 13856, 13853, 30014, 38430]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.97,51.28,0.034,189.28
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q055,data/images/5721.jpg,Apparel,1,[10778],"[17628, 22842, 28541, 29204, 14805, 1867, 35566, 11005, 35691, 12707]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.52,53.57,0.035,198.12
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q056,data/images/22594.jpg,Apparel,1,[10836],"[4623, 26853, 17545, 8613, 38387, 16210, 34146, 8614, 5933, 22067]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.41,50.17,0.036,191.61
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q057,data/images/53002.jpg,Apparel,4,"[11129, 11130, 11131, 11132]","[18686, 31721, 10157, 8866, 16463, 39683, 11129, 13123, 18835, 33424]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1429,137.49,56.34,0.037,193.87
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q058,data/images/29467.jpg,Accessories,3,"[11180, 11181, 11182]","[41051, 11855, 14599, 7369, 18631, 24088, 11182, 29174, 29567, 11181]",0,0.0,0.0,0.2,0.0,0.0,0.6667,0.0,0.0,1.0,0.1429,136.67,50.73,0.035,187.44
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q059,data/images/40258.jpg,Apparel,1,[11262],"[11262, 41874, 43899, 41670, 27180, 10767, 37008, 21416, 35624, 11313]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,137.98,52.39,0.034,190.41
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q060,data/images/36446.jpg,Footwear,1,[11286],"[11286, 29316, 2155, 24275, 5399, 687, 22373, 41441, 25327, 7504]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,142.68,50.21,0.034,192.93
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q061,data/images/22404.jpg,Apparel,1,[11402],"[37171, 12987, 12985, 15731, 11402, 21179, 4704, 10841, 8771, 4018]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.2,141.3,51.22,0.033,192.55
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q062,data/images/15569.jpg,Footwear,1,[11427],"[23100, 25128, 36668, 37631, 4197, 6252, 3267, 34338, 2212, 2207]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.43,80.24,0.042,292.72
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q063,data/images/17512.jpg,Apparel,1,[11563],"[24546, 8919, 16735, 16783, 15669, 41508, 43550, 8922, 16782, 9015]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.43,68.72,0.033,265.18
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q064,data/images/44408.jpg,Footwear,1,[11720],"[14243, 28031, 43724, 5399, 32088, 34592, 38658, 32425, 27806, 31807]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.37,58.64,0.035,215.04
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q065,data/images/16888.jpg,Accessories,4,"[11890, 11891, 11892, 11893]","[11892, 20542, 6267, 6275, 6276, 24158, 11195, 24652, 21384, 24195]",1,1.0,0.2,0.1,0.25,0.25,0.25,1.0,1.0,1.0,1.0,155.2,50.37,0.035,205.6
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q066,data/images/45949.jpg,Apparel,1,[12094],"[4660, 41088, 2151, 11468, 27605, 2248, 9510, 18625, 11719, 17044]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.17,50.22,0.034,192.42
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q067,data/images/29837.jpg,Apparel,1,[12152],"[36143, 10687, 39012, 7390, 32433, 38910, 9468, 27254, 7392, 19607]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.33,50.61,0.035,202.98
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q068,data/images/12238.jpg,Apparel,2,"[12508, 12509]","[11924, 36147, 10742, 27198, 25082, 43512, 5366, 27335, 9016, 18276]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.31,51.01,0.034,190.36
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q069,data/images/11084.jpg,Apparel,11,"[12544, 12545, 12535, 12536, 12537, 12538, 12539, 12540, 12541, 12542, 12543]","[12538, 22502, 33680, 21793, 13941, 21792, 26174, 11596, 42025, 20655]",1,1.0,0.2,0.1,0.0909,0.0909,0.0909,1.0,1.0,1.0,1.0,138.99,55.83,0.037,194.86
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q070,data/images/35409.jpg,Footwear,7,"[12757, 12758, 12759, 12760, 12761, 12762, 12763]","[122, 12757, 27142, 3810, 12870, 6098, 34215, 32092, 12761, 13849]",1,0.0,0.2,0.2,0.0,0.1429,0.2857,0.0,1.0,1.0,0.5,142.83,49.94,0.035,192.8
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q071,data/images/15000.jpg,Apparel,1,[12780],"[28218, 27092, 10652, 21137, 32642, 33389, 10659, 10653, 1788, 12780]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1,138.09,50.37,0.035,188.5
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q072,data/images/53043.jpg,Apparel,3,"[12848, 12846, 12847]","[10157, 37777, 1851, 16463, 4069, 13563, 10807, 41091, 34141, 21046]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.58,49.51,0.035,199.12
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q073,data/images/39035.jpg,Accessories,5,"[13195, 13196, 13197, 13198, 13199]","[11986, 16187, 16193, 33570, 11985, 14755, 16881, 11981, 467, 14250]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.24,64.33,0.036,226.6
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q074,data/images/16824.jpg,Apparel,4,"[13300, 13301, 13302, 13303]","[34755, 15812, 39980, 33582, 19904, 35174, 8178, 34821, 12673, 33026]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.67,56.04,0.035,250.75
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q075,data/images/53878.jpg,Footwear,2,"[13521, 13522]","[8860, 6677, 32829, 32401, 1860, 9116, 9115, 30387, 13113, 7969]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.82,50.28,0.035,199.14
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q076,data/images/59919.jpg,Apparel,1,[13802],"[13802, 12801, 22958, 42019, 12793, 34855, 12794, 40892, 25450, 12755]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,142.03,53.19,0.041,195.26
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q077,data/images/16807.jpg,Apparel,12,"[13931, 13932, 13933, 13934, 13935, 13936, 13937, 13938, 13939, 13940, 13941, 13942]","[13940, 26175, 13937, 30406, 32780, 16903, 4721, 23489, 18277, 13934]",2,1.0,0.4,0.3,0.0833,0.1667,0.25,1.0,1.0,1.0,1.0,138.85,50.12,0.035,189.01
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q078,data/images/17787.jpg,Accessories,4,"[14000, 14001, 14002, 14003]","[22577, 14003, 14002, 10035, 12058, 14438, 3446, 10029, 33260, 21750]",2,0.0,0.4,0.2,0.0,0.5,0.5,0.0,1.0,1.0,0.5,147.86,50.16,0.039,198.06
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q079,data/images/59917.jpg,Apparel,2,"[14236, 14237]","[16834, 35461, 33559, 32646, 13802, 12794, 42891, 18495, 6910, 12801]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.77,50.11,0.035,194.91
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q080,data/images/12485.jpg,Footwear,1,[14261],"[23505, 33370, 38075, 9366, 7586, 8691, 26652, 18885, 28297, 39621]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.93,50.66,0.036,190.63
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q081,data/images/32846.jpg,Footwear,1,[14308],"[23978, 14754, 17299, 38669, 36668, 38172, 19030, 8237, 18281, 28258]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.14,50.46,0.037,190.63
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q082,data/images/22068.jpg,Apparel,2,"[14421, 14422]","[11359, 38772, 14127, 40216, 31211, 17524, 40244, 13067, 18881, 19892]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.96,50.41,0.035,194.41
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q083,data/images/25465.jpg,Footwear,1,[14606],"[12065, 21995, 17150, 26055, 30340, 32643, 9723, 22955, 40816, 14606]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1,135.55,50.18,0.034,185.77
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q084,data/images/19059.jpg,Apparel,1,[14641],"[22159, 15169, 14974, 39048, 14641, 14006, 22946, 28854, 18039, 7406]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.2,153.99,52.32,0.034,206.34
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q085,data/images/26476.jpg,Apparel,2,"[14774, 14775]","[1455, 10580, 17407, 12814, 35026, 12805, 5205, 14714, 6870, 5921]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.82,48.71,0.034,197.56
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q086,data/images/12040.jpg,Apparel,3,"[14833, 14834, 14835]","[36653, 19526, 14835, 36149, 3928, 36654, 23955, 1951, 15258, 14833]",1,0.0,0.2,0.2,0.0,0.3333,0.6667,0.0,1.0,1.0,0.3333,177.15,49.36,0.037,226.54
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q087,data/images/13355.jpg,Footwear,2,"[14912, 14911]","[14289, 26040, 43131, 21250, 16292, 12140, 27978, 34725, 16821, 1549]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.56,49.86,0.034,224.45
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q088,data/images/34593.jpg,Apparel,1,[15622],"[16432, 10645, 17853, 37114, 35922, 28048, 38818, 30879, 13589, 23474]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.82,50.06,0.033,187.91
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q089,data/images/7910.jpg,Apparel,2,"[15882, 15883]","[35300, 28522, 28641, 10730, 27349, 16005, 27273, 15177, 6516, 2823]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.47,51.88,0.034,195.39
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q090,data/images/13389.jpg,Apparel,4,"[15992, 15993, 15994, 15995]","[15993, 11507, 32779, 22701, 34930, 16138, 21417, 6256, 6312, 21296]",1,1.0,0.2,0.1,0.25,0.25,0.25,1.0,1.0,1.0,1.0,138.99,50.41,0.034,189.44
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q091,data/images/41976.jpg,Apparel,2,"[16242, 16243]","[16243, 16242, 25513, 10569, 10568, 9339, 18824, 20429, 24312, 33609]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,135.83,50.76,0.035,186.62
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q092,data/images/12519.jpg,Footwear,1,[16357],"[3217, 19493, 12135, 1907, 20533, 9449, 40772, 26421, 1584, 11748]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.64,50.27,0.034,196.94
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q093,data/images/39656.jpg,Footwear,8,"[16514, 16515, 16516, 16517, 16518, 16519, 16520, 16521]","[42356, 5755, 16520, 16521, 41050, 14738, 29992, 7905, 41451, 37670]",2,0.0,0.4,0.2,0.0,0.25,0.25,0.0,1.0,1.0,0.3333,168.11,83.1,0.037,251.24
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q094,data/images/51165.jpg,Accessories,4,"[16868, 16869, 16870, 16871]","[14506, 16869, 14014, 13795, 18600, 19513, 19515, 18602, 18608, 21149]",1,0.0,0.2,0.1,0.0,0.25,0.25,0.0,1.0,1.0,0.5,414.74,77.92,0.038,492.7
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q095,data/images/51843.jpg,Accessories,5,"[16942, 16943, 16944, 16945, 16946]","[16944, 3123, 11598, 16942, 1878, 4147, 16943, 2197, 4143, 2191]",2,1.0,0.4,0.3,0.2,0.4,0.6,1.0,1.0,1.0,1.0,157.69,57.39,0.034,215.11
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q096,data/images/21610.jpg,Apparel,4,"[17040, 17041, 17038, 17039]","[471, 25016, 41365, 34971, 5214, 21499, 41175, 1822, 19745, 27025]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.08,59.36,0.037,215.48
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q097,data/images/40232.jpg,Accessories,4,"[17056, 17057, 17058, 17055]","[16998, 2354, 10885, 10883, 14468, 29874, 10884, 25539, 26147, 16849]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.75,58.66,0.039,224.44
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q098,data/images/30515.jpg,Apparel,1,[17491],"[21896, 22120, 835, 8521, 11074, 20492, 19744, 1749, 22121, 29381]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.61,58.53,0.039,216.18
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q099,data/images/24921.jpg,Apparel,7,"[17554, 17555, 17556, 17557, 17558, 17559, 17560]","[19395, 17555, 2683, 2703, 754, 14723, 18253, 2684, 2888, 2688]",1,0.0,0.2,0.1,0.0,0.1429,0.1429,0.0,1.0,1.0,0.5,155.59,62.31,0.038,217.94
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q100,data/images/23563.jpg,Personal Care,1,[17959],"[21833, 17959, 17841, 21592, 19546, 23761, 11062, 8267, 33317, 35068]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,160.38,58.75,0.039,219.17
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q101,data/images/48074.jpg,Apparel,1,[18596],"[42375, 8457, 35915, 7835, 13192, 11031, 18332, 26800, 30815, 13979]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.57,58.05,0.037,223.66
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q102,data/images/26239.jpg,Apparel,1,[18615],"[22606, 22605, 18615, 11622, 35026, 6870, 31974, 11472, 19874, 32606]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,164.68,58.26,0.039,222.97
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q103,data/images/18536.jpg,Footwear,1,[18619],"[18619, 40723, 30758, 29563, 35632, 1640, 37743, 2977, 31623, 30837]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.7,56.69,0.039,223.42
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q104,data/images/49555.jpg,Accessories,6,"[18825, 18826, 18827, 18828, 18829, 18830]","[11649, 14112, 23078, 14114, 3731, 40748, 26540, 23498, 18304, 82]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.31,58.73,0.037,226.08
ResNet baseline — clean test,ResNet-50,False,clean,clean,test_q105,data/images/16002.jpg,Apparel,1,[18914],"[18914, 946, 25838, 12043, 22096, 28611, 43241, 21200, 7518, 18276]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.62,59.26,0.063,219.94
